dcho_id,dcho_keyword,cho_author
16314,Afrodite|Amore|Cupido|Elena|Eros|Eros e Afrodite|pelike|Venere|Venere e Cupido,Gruppo di Perth
16320,Amore|astragalo|Cupido|Eros,Autore sconosciuto
16325,Amore|Cupido|Eros|polione,Polion
16330,Afrodite|Amore|Cupido|Eros|Eros e Afrodite|Matrimonio|Venere|Venere e Cupido,Autore sconosciuto
16332,Atena|Ercole|Venere,"Belli, Valerio"
16337,Amore|Amore e Psiche|anteros|Cupido|Eros|Psiche,"Riepenhausen, Johannes"
16346,Afrodite|Ponce|Venere,
16347,Amore|Bowdoin|Cupido|Eros|lekythos,Bowdoin
16358,de Levis|Giove|Zeus,"de Levis, Giuseppe"
16361,Amore|Cupido|Eros|loutrophoros|Metope,
16366,Cellini|Medusa,"Cellini, Benvenuto"
16376,Danti|Nettuno|Poseidone,"Danti, Vincenzo"
16380,Anteo|Eracle|Ercole|Van Tetrode,"van Tetrode, Willem Guglielmo Fiammingo"
16384,Eracle|Ercole|Weiditz,"Weiditz, Cristoph"
16385,Adone|Afrodite|Amore|Cupido|Eros|Eros e Afrodite|Venere|Venere e Adone|Venere e Cupido,Autore sconosciuto
16396,Atena|Eracle|Ermes|Eros|Eteocle|Mercurio|Pan|Polinice|Vittoria|Zeus,Gruppo di Boston
16397,Era|Ermes|Europa|Giove|Giunone|Mercurio|Zeus,Autore sconosciuto
16407,Amore|Cupido|Eros|oinochoe,Autore sconosciuto
16408,Baccanti|Bacco|Cupido|Dioniso|Eros|Satiri,Autore sconosciuto
16413,Afrodite|Cupido|Eros|La nascita di Venere|nereidi|Tritoni|Venere,"Bottega dei Fontana, Urbino"
16418,Atena|Giudizio di Paride,Baltimora
16428,Giambologna|Nereide|Teti,Giambologna
16430,Ade|Afrodite|Amore|Atena|Cupido|Demetra|Eros|Persefone|Venere|Zeus,Attribuito al Gruppo di B.M. F 308
16434,Afrodite|Cupido|Efesto|Eros|Venere|Vulcano|Workshop,Fontana workshop
16439,Atteone,Autore sconosciuto
16443,Alfeo|Durantino,"Durantino, Guido"
16448,Ermes|Mercurio|Urania,"Jamnitzer, Wenzel"
16455,Ammannati|Leda|Zeus,"Ammannati, Bartolomeo"
16464,Amore|Cupido|Eros|Giovanni Battista Caracciolo,"Caracciolo, Giovanni Battista"
16469,,
16470,Tritone,Autore sconosciuto
16474,Fauno|Satiro|Sileno,"Kandler, Johann Joachim"
16478,Amore|Amore e Psiche|Cupido|Eros|Psiche|Psiche e cupido|Van Dyck,"Van Dyck, Antoon"
16483,Amore|Amore e Psiche|Cupido|Eros|Luca Giordano|Psiche|Psiche e cupido,"Giordano, Luca"
16488,Amore|Amore e Psiche|Cupido|Eros|Luca Giordano|Psiche|Psiche e cupido,"Giordano, Luca"
16498,Circe|De passe the elder|Pico,"De Passe The Elder, Crispijn"
16508,Animali|Castiglione|Circe|Compagni|trasformazione,"Castiglione, Giovanni Benedetto"
16512,Animali|Circe|Compagni|De passe the elder|Polifemo|trasformazione,"De Passe The Elder, Crispijn"
16520,Carracci|Circe|Compagni|Eracle,"Carracci, Annibale (attribuito)"
16534,Burne-Jones|Cartagine|Cleopatra|Didone|Regina,"Burne-Jones, Edward"
16538,Didone|Enea|Eneide|Giunone-Era|Thornhill,"Thornhill, James"
16542,Didone|Enea|Thornhill|Venere. Afrodite|Zeus. Giove,"Thornhill, James"
16546,Didone|Enea|Eneide|Houbraken,"Houbraken, Arnold"
16550,Circe|Parmigianino,Parmigianino
16558,Didone|Lucrezia|Maucher|Morte di Didone|Morte di Lucrezia|Suicidio,"Maucher, Christoph"
16563,Cartagine|Dal Sole|Didone|Sicheo|Sogno,"Dal Sole, Giovanni Gioseffo"
16568,Didone|Eneide|Iris|Morte di Didone|Schönfeld|Suicidio,"Schönfeld, Johann Heinrich"
16572,Didone|Eneide|Iris|Morte di Didone|Schnitzerei|Suicidio,"Schnitzerei, Hans Kels d. Ä."
16576,addio|Didone|Enea|Eneide|Meldolla,"Meldolla, Andrea detto Schiavone"
16580,Abbandono|addio|Didone|Enea|Meldolla,"Meldolla, Andrea"
16584,Anchise|Ascanio|Bendl|Creusa|Enea|Eneide|fuga|Guerra di troia|Incendio,"Bendl, Johann Ignaz"
16588,Anchise|Ascanio|Enea|Eneide|fuga|Guerra di troia|Incendio|Schoubroeck,"Schoubroeck, Pieter"
16592,Cartagine|Didone|Enea|Eneide|Martin,"Wallis, William (incisore) - Martin, John (artista)"
16596,Anchise|Ascanio|Enea|Eneide|fuga|Guerra di troia|Incendio,Autore sconosciuto
16600,Enea|Poussin|Venere. Afrodite,"Poussin, Nicolas"
16605,Enea|Eneide|Mason|penisola italica,"Mason, James Lorrain, Claude"
16609,Abbandono|addio|Didone|Enea|Ermes-Mercurio,Autore sconosciuto
16618,Anchise|Enea|Eneide|fuga|Incendio|Le Pautre,"Le Pautre, Pierre"
16623,Acate|Enea|Eneide|Venere. Afrodite,Autore sconosciuto
16627,Anchise|Ascanio|Enea|Eneide|fuga|Guerra di troia|Incendio,Anonimo
16631,Troia,Autore sconosciuto
16635,Giudizio di Paride|Stevens,"Stevens, Alfred"
16640,Ciclope|Odisseo|Ogle|Polifemo,"Ogle, John Conne"
16644,Assenza|Itaca|Penelope|Roberts|Telemaco,"Roberts, I.F."
16648,Itaca|Odisseo|Ritorno,Autore sconosciuto
16652,Cavallo di Troia,Autore sconosciuto
16656,Lucrezia|Vecellio,"Vecellio, Francesco (attribuito)"
16661,Itaca|Ritorno|Wyatt,"Wyatt, Richard James"
16665,Didone|Enea|Eneide,Anonimo
16666,Aquila|Cajés|Ganimede|Giove|Zeus,"Cajés, Eugenio"
16670,Didone|Eneide|Morte di Didone|Suicidio,Autore sconosciuto
16677,Cajés|cigno|Giove|Leda|Zeus,"Cajés, Eugenio"
16681,Banchetto|Didone|Enea|Eneide,Autore sconosciuto
16682,Aquila|Giove|Psiche|Rubens|Zeus,"Rubens, Pieter Paul"
16689,Abbondanza|Acqua|Aria|Brueghel il Vecchio|Cerere|de Clerck|Demetra|Fuoco|Terra,"de Clerck, Hendrik"
16690,Ratto delle Sabine,Autore sconosciuto
16699,Abbondanza|Acqua|Aria|Brueghel il Vecchio|Cerere|Demetra|Fuoco|Terra|Van Balen,"Van Balen, Hendrick"
16700,Circe|Inganno|Odisseo|Spranger,"Spranger, Bartholomäus"
16708,Circe|Inganno|Odisseo|Spranger,"Spranger, Bartholomäus"
16712,Amorini|autunno|Cibele|Estate|Inverno|Ninfe|Primavera|putti|Van Balen,"Van Balen, Hendrick"
16713,Bendl|Odisseo. Ulisse|Palemede,"Bendl, Johann Ignaz"
16717,Compagni|Eolo|Odisseo|venti,Autore sconosciuto
16721,Feaci|Odisseo,Autore sconosciuto
16728,Cerere|Demetra|Jordaens,"Jordaens, Jacob"
16737,Diomede|Odisseo|Palladio,Autore sconosciuto
16738,Afrodite|Amore|Brueghel il Vecchio|Cupido|Eros|Rubens|Venere|Vista,"Rubens, Pieter Paul"
16742,Diomede|Odisseo|Palladio,Autore sconosciuto
16749,Afrodite|amorino|Brueghel il Vecchio|Cupido|putto|Rubens|Udito|Venere,"Rubens, Pieter Paul"
16750,Duello|Enea|Eneide|Scontro|Turno,Autore sconosciuto
16754,Afrodite|Amore|Brueghel il Vecchio|Cupido|Eros|Olfatto|Rubens|Venere,"Rubens, Pieter Paul"
16758,Didone|Enea|Jean Michel Moreau,"Moreau, Jean-Michel"
16765,Brueghel il Vecchio|Gusto|Ninfa|Rubens|Satiro,"Rubens, Pieter Paul"
16766,armatura|Efesto-Vulcano|Enea|Solimena|Venere. Afrodite,"Solimena, Francesco"
16770,Afrodite|Amore|Brueghel il Vecchio|Cupido|Eros|Rubens|Tatto|Venere,"Rubens, Pieter Paul"
16779,Atalanta|Ippomene|Reni,"Reni, Guido"
16780,figlie di Licomede|Odisseo. Ulisse|Peruzzi,"Peruzzi, Baldassare"
16787,Odisseo,Autore sconosciuto
16788,Artemide|Diana|Ninfa|Ninfe|Van Poelenburgh,"Van Poelenburgh, Cornelis"
16789,Canova|Eros|Marmo,"Canova, Antonio"
16797,Albert|Didone|Enea|Eneide,"Albert, Josef"
16798,Atalanta|Jordaens|Meleagro,"Jordaens, Jacob"
16811,Albert|Cartagine|Didone|Eneide|Regina,"Albert, Josef"
16812,Abbondanza|Brueghel il Giovane,"Brueghel il Giovane, Jan"
16817,Canova,"Canova, Antonio"
16824,Canova,"Canova, Antonio"
16825,Artemide|Diana|Ninfa|Satiro|Van Dyck,"Van Dyck, Antoon"
16830,Canova,"Canova, Antonio"
16837,Arianna|Baccanale|Baccante|Baccanti|Bacco|Carro|Dioniso|leone|Menade|Menadi|Poussin|Satiri|Satiro|Sileno,"Poussin, Nicolas"
16841,Canova,"Canova, Antonio"
16845,Bramer|Ecuba,"Bramer, Leonaert"
16846,Canova,"Canova, Antonio"
16853,Poussin|Satiro,"Poussin, Nicolas"
16857,Didone|Eneide|Morte di Didone|Suicidio,Autore sconosciuto
16858,Amorini|bellezza|Crono|putti|saturno|Speranza|Tempo|Vouet,"Vouet, Simon"
16865,Bacco|Dioniso|Satiro|Velazquez,"Velázquez, Diego"
16866,Didone|Eneide|Morte di Didone|Suicidio,Maestro di Boucicaut
16875,Marte-Ares|Rhea Silvia,Autore sconosciuto
16880,Apollo|Bonasone|Marte-Ares|Rhea Silvia,"Bonasone, Giulio"
16885,Lupa|Remo|Romolo,Autore sconosciuto
16889,Remo|Romolo,Autore sconosciuto
16894,Aldegrever|Remo|Rhea Silvia|Romolo,"Aldegrever, Heinrich"
16898,Della Quercia|Rhea Silvia,"Della Quercia, Jacopo"
16902,Hering|Remo|Rhea Silvia|Romolo,"Hering, Loy"
16907,Remo|Romolo,Autore sconosciuto
16911,Della Quercia|Rhea Silvia,"Della Quercia, Jacopo"
16915,Remo|Romolo,Autore sconosciuto
16919,Fenton|Lucrezia,"Fenton, Roger"
16923,Lucrezia,"Aegeri, Carle von"
16927,Lucrezia,Autore sconosciuto
16931,Del Pacchia|Ratto delle Sabine,"Del Pacchia, Girolamo"
16935,Poussin|Ratto delle Sabine,"Poussin, Nicolas"
16939,Ratto delle Sabine,Autore sconosciuto
16943,Andreani|Ratto delle Sabine,"Andreani, Andrea"
16947,Muller|Ratto delle Sabine,"Muller, Jan"
16953,Cochin II|Ratto delle Sabine,"Cochin II, Charles Nicolas"
16957,Prieur|Ratto delle Sabine,"Prieur, Barthélemy"
16961,Foggini|Ratto delle Sabine,"Foggini, Giovanni Battista"
16965,Ratto delle Sabine|van Orley,"van Orley, Nicolas"
16971,Ratto delle Sabine|van Mieris,"Van Mieris, Willem"
16975,Kossoff|Ratto delle Sabine,"Kossoff, Leon"
16979,Gimignani|Ratto delle Sabine,"Gimignani, Giacinto"
16983,Allegrini|Ratto delle Sabine,"Allegrini, Francesco (attribuito)"
16987,Gamelin|Ratto delle Sabine,"Gamelin, Jacques"
16993,Persefone|Proserpina|Rossetti,"Rossetti, Dante Gabriel"
16997,Eracle|Ercole|Idra di Lerna|Moreau,"Moreau, Gustave"
17001,Böcklin|Sirene|Tritoni,"Böcklin, Arnold"
17005,Cy|Parnaso,"Cy, Twombly"
17009,Canova|Paride,"Canova, Antonio"
17013,Afrodite|Venere,
17017,Atena,Pittore di Berlino
17021,Meleagro,
17026,Eracle|Ercole,
17030,Canova|Medusa,"Canova, Antonio"
17034,Bearden|Itaca|Odisseo|Ritorno,"Bearden, Romare"
17038,Ares|Marte,Anonimo
17042,Boucher|Tritone,"Boucher, François"
17046,Deianira|Nesso|Picasso,"Picasso, Pablo"
17050,Burne-Jones|Cupido|Eros,"Burne-Jones, Edward"
17054,Europa|Lipchitz,"Lipchitz, Jacques"
17058,Gea|Newman|Teogonia,"Newman, Barnett"
17062,Dedalo|Icaro|Romano,"Romano, Giulio"
17066,Afrodite|Dufy|Venere,"Dufy, Raoul"
17070,Afrodite|Corinth|Venere,"Corinth, Lovis"
17074,Afrodite|Ares|Cupido|Eros|Marte|Raimondi|Venere,"Raimondi, Marcantonio"
17078,Beauvais|Cupido|Eros|Psiche,"Beauvais, France"
17082,Fauno|Picasso,"Picasso, Pablo"
17086,Klee|Perseo,"Klee, Paul"
17090,Afrodite|La nascita di Venere|Masse|Venere,"Masse, Jean Baptiste"
17094,Cupido|Eros|Frères|Psiche,"Frères, Gorgerat"
17100,Achille|Favre-Petitpierre|Odisseo|Ulisse,Favre-Petitpierre
17104,Maestro del dado|Persefone|Proserpina|Psiche,Maestro del dado
17108,Belorgé|Nettuno|Poseidone,Belorgé
17112,Sirena,
17116,Brosamer|Paride,"Brosamer, Hans"
17120,Orfeo|Orfeo e gli animali,
17126,Medea,"De' Roberti, Ercole"
17130,Drago|Füssli|Giasone|Medea|vello d'oro,"Füssli, Johann Heinrich"
17135,Giasone|Medea|Miniatura|Testard,"Testard, Robinet"
17139,De Morgan|Medea,"De Morgan, Evelyn"
17145,Amores|Carro|Draghi|figli|figlicidio|Medea,"Amores, Germán Hernandez"
17150,Arianna|De Chirico|Metropolitan Museum of Art,"De Chirico, Giorgio"
17154,,"Brown Durand, Asher"
17158,Arianna|Lovet-Lorski|Metropolitan Museum of Art,"Lovet-Lorski, Boris"
17163,Arianna|Metropolitan Museum of Art,"Frederic Watts, George"
17167,Arianna|Metropolitan Museum of Art,"Rejlander, Oscar Gustav"
17168,Arianna,"Dannecker, Heinrich"
17173,Arianna|Burroughs|Metropolitan Museum of Art,"Burroughs, Bryson"
17180,Arianna|arte romana|Dioniso|Metropolitan Museum of Art,Sardonyx
17181,Arianna|Teseo,"Palagi, Pelagio"
17187,Arianna|Dioniso|Metropolitan Museum of Art,Anonimo
17197,Arianna|Metropolitan Museum of Art|Satiri,Anonimo
17198,Arianna|Teseo,"Reni, Guido Il Veronese Sirani, Giovanni Andrea"
17202,Arianna|Dioniso|Menadi|Metropolitan Museum of Art|Satiri,Anonimo
17209,Arianna|Teseo,"Pellegrini, Giovanni Antonio"
17214,Ratto delle Sabine,
17218,Andreani|Ratto delle Sabine,"Andreani, Andrea"
17222,Ratto delle Sabine|Rottenhammer I,"Rottenhammer I, Hans"
17226,Ratto delle Sabine,
17230,Approdo|Circe|Lequeu|Odisseo,"Lequeu, Jean Jacques"
17234,Arianna|Dioniso|Metropolitan Museum of Art,classe di New York 96.9.9
17240,Arianna|Metropolitan Museum of Art|Nasso,
17241,Armi di Achille|Castiglione|Circe,"Castiglione, Giovanni Benedetto"
17245,Arianna|Dioniso|Metropolitan Museum of Art|Pellegrini,"Pellegrini, Giovanni Antonio"
17250,Abbandono|addio|Didone|Enea|Metastasio|Tavio,"Tavio, Ottavio Rodella"
17253,Arianna|Dioniso|Metropolitan Museum of Art,"Hughes Taraval,  Jean"
17260,Arianna|Dioniso|Metropolitan Museum of Art,Anonimo
17266,Arianna|Dioniso|Metropolitan Museum of Art|paesaggio marino,"""Lorraine, Claude"""
17267,addio|Didone|Enea|Eneide|Lacour,"Lacour, Pierre"
17271,Arianna|Metropolitan Museum of Art|Teseo,"Rowlandson, Thomas"
17279,Arianna|Dioniso|Ermes|Metropolitan Museum of Art,Gruppo Bateman
17280,Didone|Enea|Eneide|Zier,"Zier, Édouard"
17287,Arianna|Centauro|Teseo,Attribuito al pittore di Emburgo
17292,Arianna|Bacco|Metropolitan Museum of Art|nozze,Guy Louis Vernansal il Vecchio
17296,Casse|Didone|Enea|Eneide,"Casse, A."
17300,Arianna|Dioniso|Metropolitan Museum of Art,Anonimo
17304,Amore|Didone|Enea|Eneide,Anonimo
17312,Arianna|Dioniso|Metropolitan Museum of Art|Nasso,"Bolognini, Gian Battista"
17320,Roma|Romolo,
17324,Blanc|Remo|Roma|Romolo,"Blanc, Joseph"
17325,Centauro|Metropolitan Museum of Art|Teseo,Anonimo
17330,Arianna|Dioniso|Metropolitan Museum of Art,"Boucher, François"
17333,Cochin|Faustulo|Larenzia|Romolo,"Cochin, Charles-Nicolas"
17338,Remo|Romolo,
17341,Arianna|Dioniso|Menadi|Satiri,pittore di Oakeshott
17348,Remo|Romolo,
17352,Arianna|Dioniso|Metropolitan Museum of Art,"Rowlandson,  Thomas"
17359,Arianna|Dioniso|fregio|Metropolitan Museum of Art,"Flaxman, John"
17360,Ratto delle Sabine|Simonneau,"Simonneau, Philippe"
17367,Lupa|Remo|Romolo,
17376,Arianna|Metropolitan Museum of Art|Teseo,"Della Bella, Stefano"
17380,Anchise|Enea|Eneide|Guerra di troia|Incendio|Van Steenwijck the Younger,"Van Steenwijck the Younger, Hendrick"
17382,Amore|Arianna|Dioniso,"Bartolozzi, Francesco"
17386,Arpie|Enea|Eneide|Gargiulo,"Gargiulo, Domenico"
17393,Ascanio|Didone|Enea|Eneide|Tiepolo,"Tiepolo, Giandomenico"
17398,Acate|Afrodite-Venere|Enea|Eneide|Rotari,"Rotari, Pietro Antonio Conte"
17406,Anchise|Ascanio|Enea|Eneide|fuga|Guerra di troia|Incendio|Pajou,"Pajou, Augustin"
17410,Enea|Eolo|Poseidone-Nettuno,Anonimo
17418,Arianna|Dioniso|Louvre,"Valadier, Luigi"
17423,Enea|Eneide|Nucci|Sacrificio,"Nucci, Avanzino"
17431,Creusa|Enea|Jean Michel Moreau,"Moreau, Jean Michel"
17439,Afrodite-Venere|armatura|Boucher|Efesto-Vulcano|Enea,"Boucher, François"
17443,Amorini|Enea|Ninfe|Van den Dyck,"Van den Dyck, Daniel"
17447,Campi Elisi|De Lafage|Enea|Eneide|Sibilla Cumana,"De Lafage, Raymond"
17455,Anchise|Enea|Eneide|Lépicié,"Lépicié, Nicolas Bernard (attribuito)"
17460,De Lairesse|Didone|Eneide|Iris|Morte di Didone|Suicidio,Scuola di Gerard de Lairesse
17464,Cartagine|Cole|Didone|Eneide|Regina,"Cole, Timothy"
17468,Creti|Didone|Eneide|Gandolfi|Morte di Didone|Suicidio,"Creti, Donato (1671-1749) oppure Gandolfi, Ubaldo (1728-1781)"
17472,Arianna|Bigari|Dioniso,"Bigari, Vittorio Maria"
17473,Amorini|Europa|Giove|putti|Ratto|Rubens|Toro|Zeus,"Rubens, Pieter Paul"
17481,Arianna|Auerbach|Dioniso|Tate Modern,"Auerbach, Frank"
17488,Baccanti|Bacco|capra|Dioniso|Stanzione,"Stanzione, Massimo"
17490,Arianna|Bacco|Tate Modern|Turner,"Turner, Joseph Mallord William"
17498,Arianna|Parker|Tate Modern,"Parker, Harold"
17501,Apollo|Efesto|Velazquez|Vulcano,"Velázquez y Silva, Diego"
17511,Arianna|Auerbach|Dioniso|Tate Modern,"Auerbach, Frank"
17517,Arianna|Dioniso|Tate Modern,"Turner, Joseph Mallord William"
17523,Arianna|Tate Modern|Teseo,"Keene, Charles Samuel"
17524,Danza|flauto|Paesani|Rubens|Satiri|Satiro,"Rubens, Pieter Paul"
17532,Fracanzano|Satiri|Satiro|Sileno,"Fracanzano, Cesare"
17534,Minotauro|Patterson|Tate Modern,"Patterson, Richard"
17542,Achille|Centauro|Chirone|Educazione|Rubens,"Rubens, Pieter Paul"
17543,Hambling|Minotauro|Tate Modern,"Hambling, Maggi"
17544,Arianna|Teseo,"Kauffmann, Angelica"
17555,Achille|Deidamia|Diomede|Licomede|Odisseo|Rubens|Ulisse,"Rubens, Pieter Paul"
17557,Arianna|Bacco,"Pittoni, Giovan Battista"
17564,Arianna|Bacco,"Bol, Ferdinand"
17568,Arianna,"Furini, Francesco"
17569,Ermes|Erse|Francken II|Mercurio|Ninfa|Ninfe|Wildens,"Francken II, Frans"
17572,Arianna|Davies|Dioniso,"Davies, Arthur B."
17577,Arianna|Bacco,"Cima da Conegliano, Giovanni Battista"
17580,Arianna|New York|scultura,Worcester Royale Porcelain
17587,Minotauro|Watts,"Watts, George Frederic"
17594,Camassei|Lupercali|Pan,"Camassei, Andrea"
17603,de Ribera|lo Spagnoletto|Titio|Tizio,lo Spagnoletto
17604,abbandonata|Arianna|Pompei,Anonimo
17611,Arianna|Bacco,"Turchi, Alessandro"
17615,de Ribera|Issione|lo Spagnoletto|Ruota|Satiro,lo Spagnoletto
17620,Arianna|Bacco|Teseo,"Turchi, Alessandro"
17621,Dioniso|Michelangelo,Michelangelo
17628,Bacco|Palazzo Pitti,"Mannozzi, Giovanni"
17629,Abila|Calpe|de Zurbaràn|Eracle|Ercole|Fatiche|Fatiche di Eracle|Fatiche di Ercole|Monti,"de Zurbaràn, Francisco"
17630,Arianna|Bacco,"Ricci, Sebastiano"
17641,Eracle|Ercole|Fatiche|Fatiche di Eracle|Fatiche di Ercole|Gerione,"de Zurbaràn, Francisco"
17645,de Zurbaràn|Eracle|Ercole|Fatiche|Fatiche di Eracle|Fatiche di Ercole|leone|Leone di Nemea,"de Zurbaràn, Francisco"
17654,Minotauro|Teseo,
17655,Cinghiale|Cinghiale d'Erimanto|Cinghiale di Erimanto|de Zurbaràn|Eracle|Ercole|Fatiche|Fatiche di Eracle|Fatiche di Ercole,"de Zurbaràn, Francisco"
17661,Caravaggio|Dioniso|Roma,Caravaggio
17662,Minotauro|Teseo,"Ramey, Etienne-Jules"
17673,de Zurbaràn|Eracle|Ercole|Fatiche|Fatiche di Eracle|Fatiche di Ercole|Toro|Toro di Creta,"de Zurbaràn, Francisco"
17674,Arianna|Dioniso|Teseo,Anonimo
17681,Arianna,"Vanderlyn, John"
17682,Anteo|de Zurbaràn|Eracle|Ercole|Fatiche|Fatiche di Eracle|Fatiche di Ercole,"de Zurbaràn, Francisco"
17686,Arianna|arte romana|Pompei|Teseo,Tiberio Gracco  (?)
17693,Cerbero|de Zurbaràn|Eracle|Ercole|Fatiche|Fatiche di Eracle|Fatiche di Ercole,"de Zurbaràn, Francisco"
17697,Arianna|Regnault|Teseo,"Regnault, Jean-Baptiste"
17698,Alfeo|de Zurbaràn|Eracle|Ercole|Fatiche|Fatiche di Eracle|Fatiche di Ercole|Fiume,"de Zurbaràn, Francisco"
17709,Arianna|Dioniso|nozze,"Ricciolini, Michelangelo"
17710,de Zurbaràn|Eracle|Ercole|Fatiche|Fatiche di Eracle|Fatiche di Ercole|Idra di Lerna,"de Zurbaràn, Francisco"
17717,de Zurbaràn|Eracle|Ercole|Morte|Nesso,"de Zurbaràn, Francisco"
17721,Atalanta|Caccia|Diana|Meleagro|Pan|Poussin,"Poussin, Nicolas"
17725,Atalanta|Cinghiale|Cinghiale Calidonio|Meleagro|Rubens,"Rubens, Pieter Paul"
17729,Afrodite|Albani|Amorini|Grazie|putti|Venere,"Albani, Francesco"
17733,Bacco|Dioniso|Finoglia|Menade|Menadi|Satiri|Satiro,"Finoglia, Paolo Domenico"
17737,Bacco|de Ribera|Dioniso|lo Spagnoletto,"Ribera, Jusepe"
17741,Centauri|Centauro|Ippodamia|Ratto|Rubens|Teseo,"Rubens, Pieter Paul"
17745,Daga|Feuerbach|figlicidio|Medea|Vendetta,"Feuerbach, Anselm"
17746,Fuoco|Prometeo|Rubens,"Rubens, Pieter Paul"
17750,Cerbero|Eracle|Ercole|Fatiche|Fatiche di Eracle|Fatiche di Ercole|Rubens,"Rubens, Pieter Paul"
17763,Pomona|Rubens|Vertunno,"Rubens, Pieter Paul"
17773,Europa|Giove|Ratto|Ratto di Europa|Rubens|Toro|Zeus,"Rubens, Pieter Paul"
17777,Maga|Medea|Prinsep,"Prinsep, Valentine Cameron"
17778,Cefalo|Procri|Rubens,"Rubens, Pieter Paul"
17782,Argonauti|Arpie|Rubens,"Rubens, Pieter Paul"
17786,Apollo|Giacinto|Morte|Rubens,"Rubens, Pieter Paul"
17793,Artemide|Cane|Cani|cervi|Cervo|Diana|Ninfa|Ninfe|Rubens,"Rubens, Pieter Paul"
17797,caduta di fetonte|Fetonte|van Eyck,"van Eyck, Jan Carel"
17801,Amorini|apoteosi|Borkens|Eracle|Ercole|putti,"Borkens, Jean Baptiste"
17805,Aquila|Cossiers|Giove|Licaone|Lupo|Zeus,"Cossiers, Jan"
17809,Cossiers|Narciso,"Cossiers, Jan"
17813,Atalanta|Gowy|Ippomene,"Gowy, Jacob Peeter"
17817,Creusa|doni|figli|Medea,
17818,Gigante|Giganti|Gigantomachia|Jordaens,"Jordaens, Jacob"
17823,caduta|Dedalo|Gowy|Icaro,"Gowy, Jacob Peeter"
17829,Giasone|Limoges|Medea|smalto,Master I. C.
17830,Apollo|flauto|Jordaens|Lira|Mida|Pan|Tmolo,"Jordaens, Jacob"
17834,Europa|Giove|Quellinus|Ratto|Toro|Zeus,"Quellinus, Erasmus"
17841,Arianna|Bacco|Dioniso|Quellinus,"Quellinus, Erasmus"
17845,Bor|incantatrice|Medea,"Bor, Paulus"
17846,Cetra|Euridice|Lira|Morte|Orfeo|Quellinus|Serpente,"Quellinus, Erasmus"
17853,Giasone|Quellinus|vello d'oro,"Quellinus, Erasmus"
17854,Dickinson|figlicidio|Medea|Mrs. Yates|Teatro,"Dickinson, William"
17858,Argonauti|Arpie|Quellinus,"Quellinus, Erasmus"
17865,Afrodite|Amore|Artemide|Atena|Cupido|Diana|Era|Eris|Ermes|Eros|Giunone|Jordaens|Matrimonio|Mela d'oro|Mercurio|Minerva|Peleo|Teti|Venere,"Jordaens, Jacob"
17866,Boyvin|figlicida|Medea,"Boyvin, René"
17873,Filomela|Iti|Procne|Rubens|Tereo,"Rubens, Pieter Paul"
17881,Ade|Cerbero|Cetra|Euridice|Lira|Orfeo|Persefone|Plutone|Proserpina|Rubens,"Rubens, Pieter Paul"
17888,Didone|Eneide|Fuseli|Iris|Morte di Didone|Suicidio,"Fuseli, Henry"
17893,Bearden|Circe,"Bearden, Romare"
17897,Animali|Circe|Compagni|Liberazione|Odisseo,NULL
17901,Circe|femme fatale|Matisse,"Matisse, Henri"
17905,Animali|Circe|Compagni|Eichenberg|trasformazione,"Eichenberg, Fritz"
17913,Circe|Inganno|Odisseo|Stothard,"Stothard, Thomas"
17917,Beham|Didone|Eneide|Morte di Didone|Suicidio,"Beham, Sebald"
17923,Remo|Romolo,Autore sconosciuto
17936,Lupa Capitolina|Remo|Romolo,
17943,Lupa Capitolina|Remo|Romolo,
17956,Acate|Dosso Dossi|Enea|Eneide,"Dossi, Dosso"
17962,Enea|Eneide|Inferi|Maestro della leggenda di Orfeo,Maestro della Leggenda di Orfeo
17969,Anchise|Ascanio|Diziani|Enea|Eneide|fuga|Guerra di troia|Incendio,"Diziani, Gaspare"
17978,Enea|Eneide|Inferi|Sibilla,Anonimo
17984,De Sorellò|Enea|Eneide|Sibilla Cumana,"De Sorellò, Miguel"
18007,De Lairesse|Enea|Eneide|Inferi|Sibilla,"De Lairesse, Gerard"
18013,Corneille|Enea,"Corneille, Michel"
18029,benso|Ceraunia|Enea|Eneide,"Benso, Giulio"
18060,Arpie|Compagni|Enea|Eneide|Loth,"Loth, Johann Carl"
18070,Armi|Enea|Eneide|Vulcano-Efesto,Anonimo
18082,Acate|Afrodite-Venere|Balestra|Enea|Eneide,"Balestra, Antonio"
18144,Armi|Enea|Eneide|Vulcano-Efesto,Autore sconosciuto
18152,Bernardi|Ratto delle Sabine,"Bernardi, Giovanni"
18158,Ratto delle Sabine|Sadeler II,"Sadeler II, Aegidius"
18163,Ratto delle Sabine,Autore sconosciuto
18171,Ligorio|Ratto delle Sabine,"Ligorio, Pirro"
18175,Fokke|Ratto delle Sabine,"Fokke, Simon"
18200,Bacco|Dioniso,"Velazquez, Diego"
18204,Bacco|Dioniso,Caravaggio
18208,Bacco|Dioniso,Caravaggio
18212,Egeo|Teseo,"Palagi, Pelagio"
18216,Elena|Piritoo|Teseo,"Palagi, Pelagio"
18220,Teseo,"Poussin, Nicholas"
18224,Centauro|Teseo,"Canova, Antonio"
18228,Arianna,"Draper, James"
18232,Apollo|Bernardino|Cavallo|Teseo,"Bernardino, Luini"
18237,Arianna|Bacco|Getty,"Piamontini, Giuseppe"
